date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,slate_line,slate_over_odds,slate_under_odds,slate_p_over,slate_novig_over,slate_edge,slate_over_hit,slate_over_pnl,slate_under_pnl,actual_ks,actual_bf,gs,error_v0,error_v1,error_v2,error_ml,over_hit,over_pnl,under_pnl
2026-05-04,824039,2026-05-05T01:38:00Z,667755,José Soriano,Chicago White Sox,True,0.301,0.322,0.158,0.226,lineup,1.0,0.31,23.4,7.11,7.91,7.26,6.03,"[{""id"": 803011, ""name"": ""Sam Antonacci"", ""slot"": 1}, {""id"": 808959, ""name"": ""Munetaka Murakami"", ""slot"": 2}, {""id"": 678246, ""name"": ""Miguel Vargas"", ""slot"": 3}, {""id"": 695657, ""name"": ""Colson Montgomery"", ""slot"": 4}, {""id"": 805367, ""name"": ""Chase Meidroth"", ""slot"": 5}, {""id"": 643217, ""name"": ""Andrew Benintendi"", ""slot"": 6}, {""id"": 672284, ""name"": ""Jarred Kelenic"", ""slot"": 7}, {""id"": 671976, ""name"": ""Tristan Peters"", ""slot"": 8}, {""id"": 691011, ""name"": ""Drew Romo"", ""slot"": 9}]",6.5,100,betonlineag,-120,bovada,7,0.588,0.475,0.113,0.177,-0.246,6.5,100,-120,0.676,0.475,0.201,0,-1.0,0.833,5,23,1,-2.11,-2.91,-2.26,-1.03,0,-1.0,0.833
2026-05-04,823552,2026-05-04T23:05:00Z,693645,Cam Schlittler,Baltimore Orioles,True,0.303,0.265,0.176,0.248,lineup,1.0,0.338,22.5,6.62,7.01,7.6,6.17,"[{""id"": 683002, ""name"": ""Gunnar Henderson"", ""slot"": 1}, {""id"": 668939, ""name"": ""Adley Rutschman"", ""slot"": 2}, {""id"": 687637, ""name"": ""Dylan Beavers"", ""slot"": 3}, {""id"": 624413, ""name"": ""Pete Alonso"", ""slot"": 4}, {""id"": 694212, ""name"": ""Samuel Basallo"", ""slot"": 5}, {""id"": 665750, ""name"": ""Leody Taveras"", ""slot"": 6}, {""id"": 681297, ""name"": ""Colton Cowser"", ""slot"": 7}, {""id"": 669236, ""name"": ""Jeremiah Jackson"", ""slot"": 8}, {""id"": 677942, ""name"": ""Blaze Alexander"", ""slot"": 9}]",6.5,115,betmgm,210,betrivers,7,0.636,0.528,0.108,0.367,0.128,6.5,115,210,0.672,0.528,0.144,0,-1.0,2.1,4,25,1,-2.62,-3.01,-3.6,-2.17,0,-1.0,2.1
2026-05-04,824120,2026-05-04T23:40:00Z,608379,Michael Wacha,Cleveland Guardians,True,0.21,0.207,0.127,0.206,lineup,1.0,0.204,23.2,4.8,4.39,4.72,3.36,"[{""id"": 680757, ""name"": ""Steven Kwan"", ""slot"": 1}, {""id"": 682177, ""name"": ""Daniel Schneemann"", ""slot"": 2}, {""id"": 608070, ""name"": ""José Ramírez"", ""slot"": 3}, {""id"": 656555, ""name"": ""Rhys Hoskins"", ""slot"": 4}, {""id"": 683953, ""name"": ""Travis Bazzana"", ""slot"": 5}, {""id"": 681807, ""name"": ""David Fry"", ""slot"": 6}, {""id"": 682657, ""name"": ""Angel Martínez"", ""slot"": 7}, {""id"": 666310, ""name"": ""Bo Naylor"", ""slot"": 8}, {""id"": 677587, ""name"": ""Brayan Rocchio"", ""slot"": 9}]",4.5,120,fanduel,-140,betmgm,7,0.509,0.441,0.068,0.119,-0.157,4.5,120,-140,0.592,0.441,0.151,0,-1.0,0.714,3,26,1,-1.8,-1.39,-1.72,-0.36,0,-1.0,0.714
2026-05-04,824120,2026-05-04T23:40:00Z,676440,Tanner Bibee,Kansas City Royals,False,0.212,0.196,0.13,0.213,lineup,1.0,0.211,21.7,4.73,4.46,4.58,3.4,"[{""id"": 672580, ""name"": ""Maikel Garcia"", ""slot"": 1}, {""id"": 677951, ""name"": ""Bobby Witt Jr."", ""slot"": 2}, {""id"": 686469, ""name"": ""Vinnie Pasquantino"", ""slot"": 3}, {""id"": 521692, ""name"": ""Salvador Perez"", ""slot"": 4}, {""id"": 695600, ""name"": ""Carter Jensen"", ""slot"": 5}, {""id"": 657041, ""name"": ""Lane Thomas"", ""slot"": 6}, {""id"": 695506, ""name"": ""Jac Caglianone"", ""slot"": 7}, {""id"": 686555, ""name"": ""Isaac Collins"", ""slot"": 8}, {""id"": 679845, ""name"": ""Nick Loftin"", ""slot"": 9}]",4.5,116,fanduel,148,betrivers,7,0.482,0.457,0.025,0.041,0.284,4.5,116,148,0.535,0.457,0.077,0,-1.0,1.48,4,19,1,-0.73,-0.46,-0.58,0.6,0,-1.0,1.48
2026-05-04,823064,2026-05-04T23:45:00Z,694477,Chad Patrick,St. Louis Cardinals,False,0.156,0.186,0.102,0.221,lineup,1.0,0.176,23.1,3.86,3.73,4.08,3.71,"[{""id"": 802139, ""name"": ""JJ Wetherholt"", ""slot"": 1}, {""id"": 671056, ""name"": ""Iván Herrera"", ""slot"": 2}, {""id"": 676475, ""name"": ""Alec Burleson"", ""slot"": 3}, {""id"": 691023, ""name"": ""Jordan Walker"", ""slot"": 4}, {""id"": 669357, ""name"": ""Nolan Gorman"", ""slot"": 5}, {""id"": 691026, ""name"": ""Masyn Winn"", ""slot"": 6}, {""id"": 701675, ""name"": ""Nathan Church"", ""slot"": 7}, {""id"": 686780, ""name"": ""Pedro Pagés"", ""slot"": 8}, {""id"": 687363, ""name"": ""Victor Scott II"", ""slot"": 9}]",3.5,-137,draftkings,120,fanduel,6,0.581,0.571,0.01,0.006,-0.079,3.5,-137,120,0.585,0.571,0.014,1,0.73,-1.0,4,20,1,0.14,0.27,-0.08,0.29,1,0.73,-1.0
2026-05-04,823874,2026-05-04T22:40:00Z,676083,Janson Junk,Philadelphia Phillies,True,0.174,0.176,0.096,0.2,lineup,1.0,0.16,21.9,4.02,3.66,3.5,2.02,"[{""id"": 607208, ""name"": ""Trea Turner"", ""slot"": 1}, {""id"": 656941, ""name"": ""Kyle Schwarber"", ""slot"": 2}, {""id"": 547180, ""name"": ""Bryce Harper"", ""slot"": 3}, {""id"": 666969, ""name"": ""Adolis García"", ""slot"": 4}, {""id"": 669016, ""name"": ""Brandon Marsh"", ""slot"": 5}, {""id"": 681082, ""name"": ""Bryson Stott"", ""slot"": 6}, {""id"": 664761, ""name"": ""Alec Bohm"", ""slot"": 7}, {""id"": 596117, ""name"": ""Garrett Stubbs"", ""slot"": 8}, {""id"": 702222, ""name"": ""Justin Crawford"", ""slot"": 9}]",3.5,185,betrivers,100,bovada,7,0.464,0.52,-0.056,0.322,0.073,3.5,185,100,0.462,0.52,-0.057,1,1.85,-1.0,6,22,1,1.98,2.34,2.5,3.98,1,1.85,-1.0
2026-05-04,824684,2026-05-04T23:10:00Z,665795,Edward Cabrera,Cincinnati Reds,True,0.201,0.192,0.131,0.22,lineup,1.0,0.213,24.4,4.55,5.3,5.2,6.57,"[{""id"": 670770, ""name"": ""TJ Friedl"", ""slot"": 1}, {""id"": 668709, ""name"": ""JJ Bleday"", ""slot"": 2}, {""id"": 682829, ""name"": ""Elly De La Cruz"", ""slot"": 3}, {""id"": 701398, ""name"": ""Sal Stewart"", ""slot"": 4}, {""id"": 663993, ""name"": ""Nathaniel Lowe"", ""slot"": 5}, {""id"": 668715, ""name"": ""Spencer Steer"", ""slot"": 6}, {""id"": 663886, ""name"": ""Tyler Stephenson"", ""slot"": 7}, {""id"": 666181, ""name"": ""Will Benson"", ""slot"": 8}, {""id"": 663647, ""name"": ""Ke'Bryan Hayes"", ""slot"": 9}]",5.5,-110,fanduel,180,betrivers,7,0.42,0.508,-0.088,-0.199,0.625,5.5,-110,180,0.531,0.508,0.023,1,0.909,-1.0,8,27,1,3.45,2.7,2.8,1.43,1,0.909,-1.0
2026-05-04,824363,2026-05-04T21:40:00Z,608372,Tomoyuki Sugano,New York Mets,True,0.146,0.118,0.09,0.231,lineup,0.92,0.141,21.7,3.1,2.8,3.06,2.34,"[{""id"": 665742, ""name"": ""Juan Soto"", ""slot"": 1}, {""id"": 666182, ""name"": ""Bo Bichette"", ""slot"": 2}, {""id"": 669004, ""name"": ""MJ Melendez"", ""slot"": 3}, {""id"": 668901, ""name"": ""Mark Vientos"", ""slot"": 4}, {""id"": 683146, ""name"": ""Brett Baty"", ""slot"": 5}, {""id"": 543760, ""name"": ""Marcus Semien"", ""slot"": 6}, {""id"": 701807, ""name"": ""Carson Benge"", ""slot"": 7}, {""id"": 682626, ""name"": ""Francisco Alvarez"", ""slot"": 8}, {""id"": 620443, ""name"": ""Luis Torrens"", ""slot"": 9}]",3.5,116,draftkings,-135,betmgm,7,0.366,0.458,-0.092,-0.21,0.104,3.5,105,-129,0.389,0.464,-0.075,0,-1.0,0.775,1,20,1,-2.1,-1.8,-2.06,-1.34,0,-1.0,0.741
2026-05-04,823143,2026-05-05T01:40:00Z,669302,Logan Gilbert,Atlanta Braves,True,0.244,0.224,0.142,0.22,lineup,1.03,0.252,23.0,5.43,4.72,5.79,8.21,"[{""id"": 686948, ""name"": ""Drake Baldwin"", ""slot"": 1}, {""id"": 645277, ""name"": ""Ozzie Albies"", ""slot"": 2}, {""id"": 621566, ""name"": ""Matt Olson"", ""slot"": 3}, {""id"": 643289, ""name"": ""Mauricio Dubón"", ""slot"": 4}, {""id"": 663586, ""name"": ""Austin Riley"", ""slot"": 5}, {""id"": 573262, ""name"": ""Mike Yastrzemski"", ""slot"": 6}, {""id"": 669221, ""name"": ""Sean Murphy"", ""slot"": 7}, {""id"": 642201, ""name"": ""Eli White"", ""slot"": 8}, {""id"": 622761, ""name"": ""Jorge Mateo"", ""slot"": 9}]",6.0,112,betonlineag,130,bovada,6,0.359,0.508,-0.149,-0.238,0.473,6.0,112,130,0.262,0.508,-0.246,0,-1.0,1.3,4,25,1,-1.43,-0.72,-1.79,-4.21,0,-1.0,1.3
2026-05-04,823552,2026-05-04T23:05:00Z,669358,Shane Baz,New York Yankees,False,0.194,0.194,0.107,0.214,lineup,1.0,0.19,24.5,4.46,4.86,4.65,4.95,"[{""id"": 663757, ""name"": ""Trent Grisham"", ""slot"": 1}, {""id"": 592450, ""name"": ""Aaron Judge"", ""slot"": 2}, {""id"": 641355, ""name"": ""Cody Bellinger"", ""slot"": 3}, {""id"": 691176, ""name"": ""Jasson Domínguez"", ""slot"": 4}, {""id"": 665862, ""name"": ""Jazz Chisholm Jr."", ""slot"": 5}, {""id"": 502671, ""name"": ""Paul Goldschmidt"", ""slot"": 6}, {""id"": 669224, ""name"": ""Austin Wells"", ""slot"": 7}, {""id"": 641857, ""name"": ""Ryan McMahon"", ""slot"": 8}, {""id"": 676609, ""name"": ""José Caballero"", ""slot"": 9}]",5.5,-105,bovada,180,betrivers,7,0.322,0.484,-0.162,-0.371,0.897,5.5,-105,180,0.413,0.484,-0.071,0,-1.0,1.8,4,26,1,-0.46,-0.86,-0.65,-0.95,0,-1.0,1.8
2026-05-04,822984,2026-05-04T22:40:00Z,641778,Eric Lauer,Tampa Bay Rays,False,0.156,0.091,0.093,0.178,lineup,1.0,0.118,22.0,2.99,2.42,2.59,2.95,"[{""id"": 802415, ""name"": ""Chandler Simpson"", ""slot"": 1}, {""id"": 691406, ""name"": ""Junior Caminero"", ""slot"": 2}, {""id"": 668723, ""name"": ""Ryan Vilade"", ""slot"": 3}, {""id"": 650490, ""name"": ""Yandy Díaz"", ""slot"": 4}, {""id"": 666018, ""name"": ""Jonathan Aranda"", ""slot"": 5}, {""id"": 676356, ""name"": ""Jonny DeLuca"", ""slot"": 6}, {""id"": 810938, ""name"": ""Ben Williamson"", ""slot"": 7}, {""id"": 663743, ""name"": ""Nick Fortes"", ""slot"": 8}, {""id"": 670764, ""name"": ""Taylor Walls"", ""slot"": 9}]",3.5,113,betonlineag,-125,betmgm,7,0.262,0.455,-0.193,-0.441,0.328,,,,,,,,,,2,19,1,-0.99,-0.42,-0.59,-0.95,0,-1.0,0.8
2026-05-04,822984,2026-05-04T22:40:00Z,607259,Nick Martinez,Toronto Blue Jays,True,0.167,0.169,0.083,0.161,lineup,1.0,0.119,24.3,3.86,3.25,2.9,4.42,"[{""id"": 682818, ""name"": ""Yohendrick Piñango"", ""slot"": 1}, {""id"": 672960, ""name"": ""Kazuma Okamoto"", ""slot"": 2}, {""id"": 665489, ""name"": ""Vladimir Guerrero Jr."", ""slot"": 3}, {""id"": 660821, ""name"": ""Jesús Sánchez"", ""slot"": 4}, {""id"": 676391, ""name"": ""Ernie Clement"", ""slot"": 5}, {""id"": 662139, ""name"": ""Daulton Varsho"", ""slot"": 6}, {""id"": 664702, ""name"": ""Myles Straw"", ""slot"": 7}, {""id"": 665926, ""name"": ""Andrés Giménez"", ""slot"": 8}, {""id"": 678218, ""name"": ""Brandon Valenzuela"", ""slot"": 9}]",3.5,155,betrivers,110,betmgm,7,0.33,0.538,-0.208,-0.158,0.407,3.5,160,115,0.399,0.551,-0.152,1,1.6,-1.0,4,21,1,0.14,0.75,1.1,-0.42,1,1.55,-1.0
2026-05-04,824201,2026-05-05T00:10:00Z,808967,Yoshinobu Yamamoto,Houston Astros,False,0.219,0.231,0.142,0.197,lineup,1.0,0.212,21.6,5.15,4.19,4.58,3.13,"[{""id"": 621043, ""name"": ""Carlos Correa"", ""slot"": 1}, {""id"": 670541, ""name"": ""Yordan Alvarez"", ""slot"": 2}, {""id"": 670623, ""name"": ""Isaac Paredes"", ""slot"": 3}, {""id"": 572233, ""name"": ""Christian Walker"", ""slot"": 4}, {""id"": 514888, ""name"": ""Jose Altuve"", ""slot"": 5}, {""id"": 694728, ""name"": ""Brice Matthews"", ""slot"": 6}, {""id"": 701358, ""name"": ""Cam Smith"", ""slot"": 7}, {""id"": 805904, ""name"": ""Zach Cole"", ""slot"": 8}, {""id"": 543877, ""name"": ""Christian Vázquez"", ""slot"": 9}]",5.5,-142,draftkings,255,betrivers,7,0.311,0.566,-0.255,-0.47,1.445,6.5,123,120,0.248,0.456,-0.207,1,1.23,-1.0,8,23,1,2.85,3.81,3.42,4.87,1,0.704,-1.0
2026-05-04,823064,2026-05-04T23:45:00Z,681517,Kyle Leahy,Milwaukee Brewers,True,0.171,0.202,0.092,0.144,lineup,1.0,0.117,20.4,4.22,3.4,2.39,1.96,"[{""id"": 669003, ""name"": ""Garrett Mitchell"", ""slot"": 1}, {""id"": 694192, ""name"": ""Jackson Chourio"", ""slot"": 2}, {""id"": 668930, ""name"": ""Brice Turang"", ""slot"": 3}, {""id"": 661388, ""name"": ""William Contreras"", ""slot"": 4}, {""id"": 641343, ""name"": ""Jake Bauers"", ""slot"": 5}, {""id"": 683734, ""name"": ""Andrew Vaughn"", ""slot"": 6}, {""id"": 686217, ""name"": ""Sal Frelick"", ""slot"": 7}, {""id"": 650859, ""name"": ""Luis Rengifo"", ""slot"": 8}, {""id"": 666152, ""name"": ""David Hamilton"", ""slot"": 9}]",3.5,-130,betonlineag,105,bovada,6,0.218,0.539,-0.321,-0.614,0.602,3.5,-130,105,0.474,0.539,-0.065,1,0.769,-1.0,5,25,1,0.78,1.6,2.61,3.04,1,0.769,-1.0
